ID,type,q_place_1,q_place_type_1,parent_hierarchy1,hierarchy_types_1,places 2,places 3,places 4,places 5,places 6,places 7
2021.a.5.1.1,,Québec,second level subdivisions (political entities),Canada,primary political entities,,,,,,
2021.a.5.1.2,tossup,Bavaria,first level subdivisions (political entities),Germany,primary political entities,Norway,,,,,
2021.a.5.1.3,,Aleutian Islands,,United States,primary political entities,,,,,,
2021.a.5.1.4,,San Lorenzo,cities,Mexico,primary political entities,,,,,,
2021.a.5.1.6,tossup,Ohio,first level subdivisions (political entities),United States,primary political entities,,,,,,
2021.a.5.1.9,tossup,England,areas (geography),United Kingdom,primary political entities,Prussia,,,,,
2021.a.5.1.10,tossup,Northwest Territories,first level subdivisions (political entities),Canada,primary political entities,,,,,,
2021.a.5.2.1,tossup + bonus,Oklahoma,first level subdivisions (political entities),United States,primary political entities,U.S.,,,,,
2021.a.5.2.4,,Palo Alto,university centers (inhabited places),United States,primary political entities,,,,,,
2021.a.5.2.5,,London,county seats,United Kingdom,primary political entities,,,,,,
2021.a.5.3.lightning.2.7,,Melaka,cities,Malaysia,primary political entities,,,,,,
2021.a.5.3.lightning.3.2,,"Munich (Munich, Urban District)",noble seats (inhabited places),Germany,primary political entities,,,,,,
2021.a.5.4.1,,Xinjiang,,China,primary political entities,,,,,,
2021.a.5.4.1,,Xinjiang,,China,former primary political entities,,,,,,
2021.a.5.4.2,tossup,New York,first level subdivisions (political entities),United States,primary political entities,Mexico,,,,,
2021.a.5.4.3,tossup,New York,first level subdivisions (political entities),United States,primary political entities,New Jersey,Colonies,,,,
2021.a.5.4.5,,Buffalo,cities,United States,primary political entities,,,,,,
2022.nationals.1.1.1,tossup,Massachusetts,first level subdivisions (political entities),United States,primary political entities,,,,,,
2022.nationals.1.1.7,,Napoli,provinces,Italy,primary political entities,,,,,,
2022.nationals.1.2.4,tossup + bonus,"Boujdour, Cap",battlefields,Western Sahara,primary political entities,the west coast of,,,,,
2022.nationals.1.2.8,tossup + bonus,San Juan,senatorial districts (administrative districts),Puerto Rico,primary political entities,Puerto Rico,,,,,
2022.nationals.1.3.lightning.1.4,,Palo Alto,university centers (inhabited places),United States,primary political entities,,,,,,
2022.nationals.1.3.lightning.1.5,,Durham,cities,United States,primary political entities,,,,,,
2022.nationals.1.3.lightning.2.2,,Budapest,county seats,Hungary,primary political entities,,,,,,
2022.nationals.1.3.lightning.3.2,,Hokkaido,,Japan,primary political entities,,,,,,
2022.nationals.1.3.lightning.3.6,lightning,England,areas (geography),United Kingdom,primary political entities,,,,,,
2022.nationals.1.4.2,,Liverpool,commercial centers (inhabited places),United Kingdom,primary political entities,,,,,,
2022.nationals.1.4.4,tossup,Bithynia,former primary political entities,Turkey,primary political entities,Livy,North Africa,Zama,,,
2022.nationals.1.4.5,tossup,Nebraska,first level subdivisions (political entities),United States,primary political entities,U.S.,,,,,
2022.nationals.1.4.6,,Bombay,cities,India,primary political entities,,,,,,
2022.nationals.1.extra.1,,Cairo,cities,Egypt,primary political entities,,,,,,
2022.nationals.2.1.1,tossup,Michigan,first level subdivisions (political entities),United States,primary political entities,U.S.,,,,,
2022.nationals.2.1.8,,Édhessa,towns,Greece,primary political entities,,,,,,
2022.nationals.2.2.1,tossup + bonus,California,first level subdivisions (political entities),United States,primary political entities,Chicago,,,,,
2022.nationals.2.2.5,tossup + bonus,Berlin,inhabited places,Germany,primary political entities,the Democratic Republic of the,Congo,Ethiopia,China,,
2022.nationals.2.2.8,,Linhai,,China,primary political entities,,,,,,
2022.nationals.2.2.8,,Linhai,,China,former primary political entities,,,,,,
2022.nationals.2.3.lightning.3.1,,Tenochtitlan,inhabited places,Mexico,primary political entities,,,,,,
2022.nationals.2.3.lightning.3.5,,Tenochtitlan,inhabited places,Mexico,primary political entities,,,,,,
2022.nationals.2.4.8,,London,county seats,United Kingdom,primary political entities,,,,,,
2022.nationals.3.1.1,,New York,communication centers,United States,primary political entities,,,,,,
2022.nationals.3.1.4,,Urubamba,,Peru,primary political entities,,,,,,
2022.nationals.3.1.5,tossup,Pennsylvania,first level subdivisions (political entities),United States,primary political entities,Arthurdale,West Virginia,,,,
2022.nationals.3.1.9,,Hartford,manufacturing centers,United States,primary political entities,,,,,,
2022.nationals.3.2.1,,Baltimore,battlefields,United States,primary political entities,,,,,,
2022.nationals.3.2.4,tossup + bonus,Great Britain,islands (landforms),United Kingdom,primary political entities,,,,,,
2022.nationals.3.2.5,tossup + bonus,England,areas (geography),United Kingdom,primary political entities,,,,,,
2022.nationals.3.2.7,,Magnesia,,Turkey,primary political entities,,,,,,
2022.nationals.3.2.8,tossup + bonus,Lombardy,first level subdivisions (political entities),Italy,primary political entities,Somerset,,,,,
2022.nationals.3.3.lightning.3.8,,Çanakkale Boğazı,,Turkey,primary political entities,,,,,,
2022.nationals.3.4.5,,Strood,,United Kingdom,primary political entities,,,,,,
2022.nationals.3.4.6,,Strood,,United Kingdom,primary political entities,,,,,,
2022.nationals.3.4.7,,Chicago,inland ports,United States,primary political entities,,,,,,
2022.nationals.4.1.1,,Nanjing,cities,China,primary political entities,,,,,,
2022.nationals.4.1.1,,Nanjing,,China,former primary political entities,,,,,,
2022.nationals.4.1.8,,Jerusalem,archaeological sites,Israel,primary political entities,,,,,,
2022.nationals.4.2.3,,Colesberg,,South Africa,primary political entities,,,,,,
2022.nationals.4.2.4,,Boston,capitals (seats of government),United States,primary political entities,,,,,,
2022.nationals.4.2.7,,Lucknow,cities,India,primary political entities,,,,,,
2022.nationals.4.3.lightning.1.2,lightning,Pennsylvania,first level subdivisions (political entities),United States,primary political entities,Valley Forge,,,,,
2022.nationals.4.3.lightning.1.7,lightning,Pennsylvania,first level subdivisions (political entities),United States,primary political entities,,,,,,
2022.nationals.4.3.lightning.1.8,lightning,Connecticut,first level subdivisions (political entities),United States,primary political entities,,,,,,
2022.nationals.4.3.lightning.2.4,,Paris,department capitals,France,primary political entities,,,,,,
2022.nationals.4.4.1,tossup,New York,first level subdivisions (political entities),United States,primary political entities,U.S.,UK,,,,
2022.nationals.4.4.2,,Messina,cities,Italy,primary political entities,,,,,,
2022.nationals.4.4.6,,Cabarrus,counties,United States,primary political entities,,,,,,
2022.nationals.5.1.1,tossup,Ohio,first level subdivisions (political entities),United States,primary political entities,Santa Anna,,,,,
2022.nationals.5.1.2,tossup,New York,first level subdivisions (political entities),United States,primary political entities,Griswold,Connecticut,,,,
2022.nationals.5.3.lightning.1.2,lightning,Wisconsin,first level subdivisions (political entities),United States,primary political entities,U.S.,,,,,
2022.nationals.5.3.lightning.3.2,,Alamūt,,Iran,primary political entities,,,,,,
2022.nationals.5.3.lightning.3.5,,Jerusalem,archaeological sites,Israel,primary political entities,,,,,,
2022.nationals.5.3.lightning.3.8,,Jerusalem,archaeological sites,Israel,primary political entities,,,,,,
2022.nationals.5.4.3,,Málaga,provincial capitals,Spain,primary political entities,,,,,,
2022.nationals.5.4.6,,Newfoundland,,Canada,primary political entities,,,,,,
2022.nationals.5.extra.1,,Harlan,counties,United States,primary political entities,,,,,,
