,ID,year,set,tournament_round,game_round,lightning_round,question_num,type,lightning_lead,q_text,a_text,is_person_a,is_myth_a,bonus_q_text,bonus_a_text,is_person_b,is_myth_b,woman_named,is_fictional,is_myth,is_answer,names,author
406,2015.a.4.1.1,2015,a,4,1,NA,1,tossup,,"Felix Manz  became the first martyr of this movement when he was drowned by the government of Zurich. Members of the Batenburger sect of this movement unusually embraced violence while spreading the faith. In 1534, a communal society created by this religious sect was forcibly suppressed in Munster. The Mennonites and the Amish are both direct descendants of this sect. For 10 points, name this Protestant movement whose name derives from its belief that believers should only be baptized as adults. ",Anabaptism,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Blake Neff
407,2015.a.4.1.2,2015,a,4,1,NA,2,tossup,,"This ruler employed a physician who combated rampant paranoia about the undead in Moravia and worked with the Count von Haugwitz to reform the empire. This employer of Gerard von Swieten was consort to the Duke of Lorraine, Francis Stephen, and signed the Treaty of Breslau to end the First Silesian War. The Treaty of Aix-la-Chapelle  ended a war begun after this ruler's ascension, in violation of Salic Law, under the Pragmatic Sanction. For 10 points, name this Habsburg Queen who fought the War of the Austrian Succession. ",Maria Theresa ,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,Maria Theresa,Chris Ray
408,2015.a.4.1.3,2015,a,4,1,NA,3,tossup,,"This ruler’s absent mother was included in a procession in an 1807 painting of an event involving him. This man touches a plague victim during a visit to Jaffa in a Jean-Antoine Gros  painting, and Charlemagne and Hannibal’s names appear in rock in another painting of him. He crowns his wife in a depiction of his own coronation. In another portrait, he rides a rearing horse and points into the air. For 10 points, name this French emperor shown crossing the Alps in a painting by Jacques-Louis David . ",Napoleon Bonaparte,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Aseem Keyal
409,2015.a.4.1.4,2015,a,4,1,NA,4,tossup,,"Phil Ochs’  song “Outside of a Small Circle of Friends” was inspired by this person’s fate. Social scientists have used this person’s story as an example of the diffusion of responsibility and the bystander effect. After this Queens resident was stabbed by Winston Moseley, she was the subject of the New York Times article “Thirty-Seven Who Saw Murder Didn’t Call the Police.” For 10 points, name this New York City resident who was murdered in plain view of many unhelpful witnesses. ",Kitty Genovese,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,TRUE,Kitty Genovese,Evan Adams
410,2015.a.4.1.5,2015,a,4,1,NA,5,tossup,,"This party controlled government during the Thirteen Wasted Years. It lost power in 1974 with the failure of leader Edward Heath, but regained it when its opponents suffered the “Winter of Discontent.” In the 1980s, this party dealt with a miners’ strike in its efforts to weaken unions and privatize state industries. For 10 points, name this British political party once led by Margaret Thatcher, which opposes the Labour Party. ",Conservative Party,FALSE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Margaret Thatcher,Matt Bollinger
411,2015.a.4.1.6,2015,a,4,1,NA,6,tossup,,"This region’s Qajar  Dynasty was founded by a eunuch. Another of its rulers invaded India and carried away the Peacock Throne. This nation was led by Nadir. Another leader of this nation signed a deal with the company that would become BP to develop this region’s oil fields. That ruler belonged to the Pahlavi  Dynasty. For 10 points, name this country that, before the Islamic Revolution, was ruled by the Shah. ",Persia (Iran),FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Bruce Arthur
412,2015.a.4.1.7,2015,a,4,1,NA,7,tossup,,"This man's most famous campaign led to the death of Margaret Whitehead, and he was captured by Benjamin Phipps. He alleged that he saw hieroglyphics on stalks of corn before his most famous action. Thomas R. Gray compiled the “confessions” of this man, who was hanged after being captured in the Great Dismal Swamp. For 10 points, name this man who led an 1831 slave rebellion in Southampton County, Virginia. ",Nat Turner,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Margaret Whitehead,Abid Haseeb
413,2015.a.4.1.8,2015,a,4,1,NA,8,tossup,,"An obelisk stands at the death site of this group’s member Charles Floyd, one of the “nine young men from Kentucky.” Toussaint Charbonneau was hired to serve as a translator for this group. This group, which included a dog named Seaman and a slave named York, wintered at Fort Mandan. For 10 points, name this group also known as the Corps of Discovery, which was dispatched by Thomas Jefferson to explore the newly purchased Louisiana Territory. ",Lewis and Clark expedition,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Evan Adams
414,2015.a.4.1.9,2015,a,4,1,NA,9,tossup,,"One type of this food relies on a terrain known as the dehesa , where acorns from holm oak and cork trees provide the distinctive taste of the iberico bellota variety. Cato the Elder described making it by first removing the ankle joint, then salting and smoking. A variety associated with Parma is dry-cured and aged for up to two years. Types popular in the U.S. include Smithfield ones from Virginia, as well as hickory-smoked and honey-cured. For 10 points, name this cured meat product made from the hind leg of a pig. ",ham,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Dennis Loo
415,2015.a.4.1.10,2015,a,4,1,NA,10,tossup,,"A letter written by this man praises Walter Pater's Marius the Epicurean and asserts,""Christ's place indeed is with the poets."" This man was imprisoned after suing the Marquess of Queensberry for libel, after which he wrote ""The Ballad of Reading Gaol ."" In his most famous play, a character discovered in a handbag in a Victoria Station attempts to win the hand of Gwendolen Fairfax. For 10 points, name this author of The Importance of Being Earnest and The Picture of Dorian Gray. ",Oscar Wilde,TRUE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,Gwendolen Fairfax,Chris Manners
416,2015.a.4.2.1,2015,a,4,2,NA,1,tossup + bonus,,"This team won a match referred to by their opponents as the “robbery of the century” because Antonio Rattin was sent off. A shot that hit the crossbar and bounced onto the goal line gave this team its only World Cup victory, over West Germany in 1966. In 1950, this team suffered a shocking World Cup loss to the United States. For 10 points, name this national soccer team that plays home games at Wembley Stadium in London. ",England,FALSE,FALSE,"England was eliminated from the 2014 World Cup after a 2-1 group stage loss to this team, which both won and hosted the first World Cup in 1930. ",Uruguay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rob Carson
417,2015.a.4.2.2,2015,a,4,2,NA,2,tossup + bonus,,"This event was discovered by Frank Wills, after being approved by Jeb Magruder. Elliot Richardson resigned rather than fire Archibald Cox, a special prosecutor investigating this event. H.R. Haldeman was imprisoned for his role in this event, which was organized by the Committee to Re-Elect the President. For 10 points, name this scandal in which a hotel break-in led to the resignation of Richard Nixon. ",Watergate,FALSE,FALSE,"H.R. Haldeman held this White House position at the time of the break-in. Later, in the Ford Administration, it was held by Dick Cheney. ",Chief of Staff,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Joe Nutter
418,2015.a.4.2.3,2015,a,4,2,NA,3,tossup + bonus,,"One politician from this country, Rena Dourou , was recently attacked on national television.  A January 2015 election here saw the center-right New Democracy lose power to the left-wing Syriza  party, which ran on an anti-austerity platform. Its finance minister recently secured a four-month bailout extension from the “troika.”  For 10 points, Alexis Tsipras  leads what indebted Eurozone country, whose capital is Athens? ",Greece,FALSE,FALSE,"This allegedly Nazi right-wing party has the third most seats in Greece’s Parliament, although it lost one seat in the January elections. ",Golden Dawn,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Rena Dourou,Christopher White
419,2015.a.4.2.4,2015,a,4,2,NA,4,tossup + bonus,,"This man led a parade of 50,000 through the streets of New York City after a 1920 international convention at Liberty Hall. He was indicted for mail fraud in connection with the Black Star Line, a shipping line he created under the Universal Negro Improvement Association. For 10 points, name this Jamaican political leader who promoted Pan-Africanism and a return to Africa. ",Marcus Mosiah Garvey,TRUE,FALSE,"This religion, which worships Haile Selassie, regards Marcus Garvey as a prophet.",Rastafarianism,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Evan Adams
420,2015.a.4.2.5,2015,a,4,2,NA,5,tossup + bonus,,"This author wrote of a colonel serving Queen Anne in The History of Henry Esmond and of an Irishman who fights in the Seven Years’ War and the American Revolution in The Luck of Barry Lyndon. Another of his novels opens at Miss Pinkerton’s Academy and contrasts the manipulative Becky Sharp with the naïve Amelia Sedley. For 10 points, name this Victorian author of Vanity Fair. ",William Makepeace Thackeray,TRUE,FALSE,"The Battle of Waterloo figures prominently in both Vanity Fair and The Charterhouse of Parma, a novel by what French author? ",Stendhal,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Queen Anne, Becky Sharp, Amelia Sedley",Ike Jose
421,2015.a.4.2.6,2015,a,4,2,NA,6,tossup + bonus,,"This city contained an internal, artificial harbor created for military use called a cothon . Its citadel, the byrsa , was supposedly surrounded with strips of oxhide by its founder. This city was supplanted in its region by Utica until it was re-founded by Julius Caesar, nearly a century after salt was supposedly sown in its soils following Cato the Elder’s call for its destruction. For 10 points, name this rival of Rome during the Punic Wars. ",Carthage,FALSE,FALSE,"The settlers who founded Carthage originated from what other Phoenician city, known for its purple dye? ",Tyre,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Will Alston
422,2015.a.4.2.7,2015,a,4,2,NA,7,tossup + bonus,,"An early battle in this conflict was the clash at Covadonga, which was a victory for the Visigoth Pelayo. Its turning point is usually considered the defeat of the Almohads at the 13th century Battle of Las Navas de Tolosa. The union of several factions in this conflict led to the joint rule of the Dual Monarchs.  El Cid was a heroic figure from, for 10 points, what conflict concluded by Ferdinand and Isabella that ended the period of Islamic government in Spain?  ",Reconquista ,FALSE,FALSE,"The end of the Reconquista is considered to be the surrender of Granada by this man, this last Muslim ruler in Iberia. ",Muhammad XII,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Isabella I,Zihan Zheng
423,2015.a.4.2.8,2015,a,4,2,NA,8,tossup + bonus,,"This woman aided Richard Harman, who was arrested for smuggling illegal Tyndale Bibles. This woman’s influence is credited with causing the downfall of Lord Chancellor Thomas Wolsey. Along with musician Mark Smeaton, this niece of Thomas Howard was imprisoned in the Tower of London on charges of adultery. For 10 points, name this woman executed in 1536, the second wife of Henry VIII. ",Anne Boleyn,TRUE,FALSE,After Anne’s death her husband faced what Catholic rebellion based in Yorkshire and led by Robert Aske? ,Pilgrimage of Grace,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Anne Boleyn,Dan Puma
424,2015.a.4.3.lightning.1.1,2015,a,4,3,1,1,lightning,During the War of Spanish Succession who or what… ,Was the “Sun King” of France? ,Louis XIV,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
425,2015.a.4.3.lightning.1.2,2015,a,4,3,1,2,lightning,During the War of Spanish Succession who or what… ,Was the royal house which the French wanted on the Spanish throne? ,Bourbon,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
426,2015.a.4.3.lightning.1.3,2015,a,4,3,1,3,lightning,During the War of Spanish Succession who or what… ,Was the royal house which previously ruled Spain and also ruled Austria? ,Habsburg,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
427,2015.a.4.3.lightning.1.4,2015,a,4,3,1,4,lightning,During the War of Spanish Succession who or what… ,"Was the king of Spain who died at the onset of the war, causing the succession crisis? ",Charles II,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
428,2015.a.4.3.lightning.1.5,2015,a,4,3,1,5,lightning,During the War of Spanish Succession who or what… ,"Was the English king during the war, a Dutch stadtholder who jointly ruled with Mary? ",William III,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Queen Mary II,JR Roach
429,2015.a.4.3.lightning.1.6,2015,a,4,3,1,6,lightning,During the War of Spanish Succession who or what… ,Was the preeminent English general of the war and ancestor of a later Prime Minister? ,Duke of Marlborough,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
430,2015.a.4.3.lightning.1.7,2015,a,4,3,1,7,lightning,During the War of Spanish Succession who or what… ,Was the 1704 British victory that names a palace in Oxfordshire? ,Battle of Blenheim,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
431,2015.a.4.3.lightning.1.8,2015,a,4,3,1,8,lightning,During the War of Spanish Succession who or what… ,Was the French nobleman who took the Spanish throne at the beginning of the war? ,Philip V,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,JR Roach
432,2015.a.4.3.lightning.2.1,2015,a,4,3,2,1,lightning,The Mughal Dynasty… ,"Overthrew the Lodi Dynasty, which was based in which city whose “new” version is the capital of modern India? ",Delhi,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
433,2015.a.4.3.lightning.2.2,2015,a,4,3,2,2,lightning,The Mughal Dynasty… ,Created which tomb for the wife of Shah Jahan? ,Taj Mahal,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
434,2015.a.4.3.lightning.2.3,2015,a,4,3,2,3,lightning,The Mughal Dynasty… ,Was founded by which Turko-Mongol leader who won the First Battle of Panipat ? ,Babur,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
435,2015.a.4.3.lightning.2.4,2015,a,4,3,2,4,lightning,The Mughal Dynasty… ,Was ruled by which “Great” Emperor who founded the religion Din-e-Ilahi ? ,Akbar,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
436,2015.a.4.3.lightning.2.5,2015,a,4,3,2,5,lightning,The Mughal Dynasty… ,"Fought against which Maratha king, a master of guerrilla warfare who won the Battle of Pratapgarh ? ",Shivaji Bonsle,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
437,2015.a.4.3.lightning.2.6,2015,a,4,3,2,6,lightning,The Mughal Dynasty… ,"Was led in the 17th century by which man, who defeated his brother Dara Shikoh at the Battle of Samugarh ? ",Aurangzeb,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
438,2015.a.4.3.lightning.2.7,2015,a,4,3,2,7,lightning,The Mughal Dynasty… ,Was temporarily overthrown by which Pashtun warlord who oversaw many civil reforms?,Sher Shah,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
439,2015.a.4.3.lightning.2.8,2015,a,4,3,2,8,lightning,The Mughal Dynasty… ,Ended after the deposition of this final Emperor in 1857? ,Bahadur Shah II,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Tejas Raje
440,2015.a.4.3.lightning.3.1,2015,a,4,3,3,1,lightning,"In the Peloponnesian War, who or what was the... ",Century in which the conflict took place? ,5th century BCE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
441,2015.a.4.3.lightning.3.2,2015,a,4,3,3,2,lightning,"In the Peloponnesian War, who or what was the... ",Author of a contemporary history of the war? ,Thucydides,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
442,2015.a.4.3.lightning.3.3,2015,a,4,3,3,3,lightning,"In the Peloponnesian War, who or what was the... ",City whose namesake decree issued by Athens started the war? ,Megara,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
443,2015.a.4.3.lightning.3.4,2015,a,4,3,3,4,lightning,"In the Peloponnesian War, who or what was the... ",Leader of Athens in the first part of the war who gave a famous funeral oration? ,Pericles,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
444,2015.a.4.3.lightning.3.5,2015,a,4,3,3,5,lightning,"In the Peloponnesian War, who or what was the... ",Island that was the target of a disastrous Athenian expedition led by Nicias ? ,Sicily,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
445,2015.a.4.3.lightning.3.6,2015,a,4,3,3,6,lightning,"In the Peloponnesian War, who or what was the... ",Group of slaves in Sparta incited by Athens to revolt? ,Helots,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
446,2015.a.4.3.lightning.3.7,2015,a,4,3,3,7,lightning,"In the Peloponnesian War, who or what was the... ","Leader of Sparta who won the battle of Aegospotami , the decisive battle of the war? ",Lysander,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
447,2015.a.4.3.lightning.3.8,2015,a,4,3,3,8,lightning,"In the Peloponnesian War, who or what was the... ",Group of people that took power in Athens after the end of the war with the help of Sparta?,Thirty Tyrants,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jason Zhou
448,2015.a.4.4.1,2015,a,4,4,NA,1,tossup,,"Ancient gods worshiped by this ethnic group included Uzza  and Hubal. It fought the Byzantine Empire at the Battle of Yarmouk. This ethnic group’s rebellion was subdued in the Wars of Apostasy, after which their invasions brought down the  Sassanid  Empire. This ethnic group loyally followed the Rashidun  after being subdued by  Abu Bakr , and originally pledged loyalty to a prophet who took dictation from Gabriel in a cave. For 10 points, name this largely Islamic ethnic group that populates a peninsula northeast of Africa. ",Arabs,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Matt Bollinger
449,2015.a.4.4.2,2015,a,4,4,NA,2,tossup,,"Regina Ip resigned from the government of Tung Chee-hwa in this city after 2003’s 1 July March. That march was in protest of Article 23 of this city’s  Basic Law. The “right of abode” in this city was expanded by its Court of Final Appeal in 1999. This city was the site of  2014 protests aimed at the ouster of Chief Executive CY Leung that were termed the “Umbrella Revolution.” The United Kingdom returned this city to its present country in 1997 after a 99-year lease. For 10 points, name this city, a Special Administrative Region of China. ",Hong Kong,FALSE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Regina Ip,Mark Arildsen
450,2015.a.4.4.3,2015,a,4,4,NA,3,tossup,,"Two years before this scandal, a group central to it was involved in Operation Tipped Kettle. In one part of this scandal, Israeli shipments of BGM-71 anti-tank  missiles were supposed to achieve the release of American hostages. This scandal was partly the result of the Boland Amendment, which limited funding for opponents of the  Sandinista  National Liberation Front.  For 10 points, name this mid-1980s scandal that resulted in the indictments of Oliver North and Caspar Weinberger, in which weapons were sold to a Middle Eastern country in order to fund anti-communist rebels in Nicaragua. ",Iran-Contra,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Dennis Loo
451,2015.a.4.4.4,2015,a,4,4,NA,4,tossup,,"In a novel by this author, Edgar, the Master of Ravenswood, dies in quicksand after Lucy stabs Bucklaw in a bridal chamber. This author of The Bride of Lammermoor wrote a novel in which  El Desdichado  jousts with Maurice de Bracy and other knights. Frank Osbaldistone narrates this author’s novel  Rob Roy, which is part of his Waverley series. Cedric the Saxon’s son, Wilfrid, is the title character of this author’s novel set in 12th-century England. For 10 points, name this British author of historical romances such as Ivanhoe. ",Sir Walter Scott,TRUE,FALSE,,,,,TRUE,TRUE,FALSE,FALSE,Lucy Ashton,Ike Jose
452,2015.a.4.4.5,2015,a,4,4,NA,5,tossup,,"This problem was first described by RAND Corporation members Merrill Flood and Melvin Dresher, and it was formalized by Albert W. Tucker. A computer tournament involving this problem was won by a four-line program written by Anatol  Rapaport named “Tit-for-Tat,” as described in Robert Axelrod’s book The Evolution of  Cooperation. A variation of its iterated version is called the “peace-war game”. For 10 points, name this scenario from game theory in which two criminals in separate jail cells are given the choice of remaining silent or betraying their partner. ",prisoner's dilemma,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Dennis Loo
453,2015.a.4.4.6,2015,a,4,4,NA,6,tossup,,"The state of Cundinamarca  was set up in this modern-day country, whose capital was recaptured at the end of the “Foolish Fatherland” period. Periods of unrest in this country have included the War of the Thousand Days and the mid20th-century struggle called “La  Violencia.” This country lost western territory when Philippe Jean Bunau-Varilla helped orchestrate a 1903 revolution against it that promoted  canal-building interests. For 10 points, identify this country from which Panama gained independence. ",Colombia,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Will Alston
454,2015.a.4.4.7,2015,a,4,4,NA,7,tossup,,"One ruler from this kingdom led the “Long campaign” and was captured following a defeat at the battle of Varna. The Black Army led by the son of that ruler successfully besieged Vienna and engaged in many conflicts with the Ottomans. Besides  Janos Hunyadi  and Matthias Corvinus , other leaders from the Arpad dynasty here include its founder,  Stephen I. The Treaty of Trianon formally abolished this kingdom, whose privileges were confirmed by the Ausgleich  of 1867. For 10 points, name this Magyar kingdom later absorbed into a dual-monarchy with Austria. ",Hungary,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Zihan Zheng
455,2015.a.4.4.8,2015,a,4,4,NA,8,tossup,,"A formative moment for this man was the murder of his mentor Cornstalk. This man ridiculed the notion of selling land, saying “Sell a country! Why not sell the air?” He refused to recognize the Treaty of  Greenville, and decried the “peace chiefs” who had signed it. Richard Mentor Johnson claimed to have killed this man, whose brother Tenskwatawa was known as “the Prophet.” After his death at the Battle of the  Thames, his Native American confederation broke up. For 10 points, name this Shawnee chief who allied with the British during the War of 1812. ",Tecumseh,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Saul Hankin
456,2015.a.5.1.1,2015,a,5,1,NA,1,tossup,,"Yigal Yadin excavated this site, which can be approached via the ""Snake Path"". Josephus recorded a speech by this site's defender in which he ordered that a banquet be set. This site, which new recruits into the Israeli army vow “shall not fall again” was besieged by the Tenth Legion and it was the last holdout of the Zealots. For 10 points, name this giant rock mesa on which Eliezer ben Jair's followers supposedly committed suicide rather than be captured by the Romans. ",Masada,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Doug Graebner
457,2015.a.5.1.2,2015,a,5,1,NA,2,tossup,,"An empire named for this region was founded by Postumus and destroyed by Emperor Aurelian. In this region, contravallation and circumvallation fortifications were built around a city held by Commius. A war in this region was ended at the Siege of Alesia when the Romans captured the Avernian chief Vercingetorix . A book describing the conquest of this region opens by noting that it is ""divided into three parts."" For 10 points, name this region conquered by Julius Caesar, which roughly corresponds to modern-day France. ",Gaul,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Jordan Brownstein
458,2015.a.5.1.3,2015,a,5,1,NA,3,tossup,,"A name used to describe these objects was first coined by the English philosopher Thomas Wright and was later used by Kant to describe so-called “nebulous objects” in the heavens. The “Great Debate” concerning the distance to these objects pitted Harlow Shapley against Heber Curtis. The distance to these “island universes” was calculated through observations by Hubble. For 10 points, name these giant groups of stars, examples of which include the Milky Way. ",galaxy,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Sriram Pendyala
459,2015.a.5.1.4,2015,a,5,1,NA,4,tossup,,"This man composed four anthems, including Zadok the Priest, for various coronations. He included ""La Paix""  and ""La Rejouissance""  in a piece that celebrates the end of the War of the Austrian Succession. Another of his compositions was written for George I, who requested a concert on the River Thames . Those works by this man are Music for the Royal Fireworks and Water Music. For 10 points, name this German-British composer whose oratorio Messiah includes the ""Hallelujah"" chorus. ",George Frideric Handel,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Eddie Kim
460,2015.a.5.1.5,2015,a,5,1,NA,5,tossup,,"This man served as the chair of the Senate Judiciary Committee during the Robert Bork hearings. After after sharing confidential details from a conversation with President Erdogan  in October 2014, he was forced to officially apologize to Turkey. He was forced to drop out of the 1988 Presidential election after plagiarizing a Neil Kinnock speech. The Onion created parody “Diamond” and “Uncle” versions of this current politician. For 10 points, name this gaffe-prone current Vice President of the United States. ",Joe Biden,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Erik Owen
461,2015.a.5.1.6,2015,a,5,1,NA,6,tossup,,"Right-wing supporters of this man murdered left-wingers at an airport in the Ezeiza  massacre. He fled on a gunboat provided by Alfredo Stroessner after he was overthrown in a coup called the “Liberating Revolution”. This person came to power with the help of the socalled “shirtless ones”, or descamisados , and was initially succeeded by his third wife after his death. For 10 points, name this predecessor of Jorge Videla, an Argentinian dictator who was married to Isabel and Eva, or “Evita”. ",Juan Domingo Per�n,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,"Isabel Perón, Eva Perón",Jason Zhou
462,2015.a.5.1.7,2015,a,5,1,NA,7,tossup,,"The ruling in this case disagreed with a previous case centering on the Antelope. Joseph Story's majority decision in this case agreed that the Adams-Onis and Pinckney's Treaties did not apply to its defendants, since they were never legal property. This case’s defendants were represented by Roger Sherman Baldwin and John Quincy Adams. For 10 points, name this 1841 case that resulted from a slave mutiny on a ship in Cuba.",Amistad,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Kenji Golimlim
463,2015.a.5.1.8,2015,a,5,1,NA,8,tossup,,"This city merged with the surrounding towns of Southwark and Northern Liberties in an 1854 Act of Consolidation. Its Fairmount Water Works replaced an earlier system in Center Square. This city’s City Hall was the tallest building in the world from its construction until 1908, and is topped with a statue of its founder. For 10 points, name this city founded by William Penn between the Schuylkill  and Delaware Rivers, where the Declaration of Independence was signed.",Philadelphia,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Christopher White
464,2015.a.5.1.9,2015,a,5,1,NA,9,tossup,,"This man signed America’s first “stand your ground” law in 2005. He recently advised donors to contribute no more than 1 million dollars each to his PACs, and delivered a speech advocating a “right to rise” to the Detroit Economic Club in February. This man met his wife Columba while teaching English in Mexico. Secretary of State Katherine Harris led the 2000 presidential recount in the state this man governed. For 10 points, name this two-term governor of Florida and potential 2016 Republican candidate for President, the younger brother of George W.  ",Jeb Bush,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,FALSE,Katherine Harris,Christopher White
465,2015.a.5.1.10,2015,a,5,1,NA,10,tossup,,"his tournament is officially named for a World War I aviator who put metal plates on his propeller to safely shoot a machine gun though it. Max Decugis  held a record eight singles titles at this event until that record was broken in 2014. The winningest champion at this second of the four Grand Slam events has won it in nine of the past ten years; that player is Spain’s Rafael Nadal . For 10 points, name this only tennis Grand Slam tournament played on clay, which is held in continental Europe. ",French Open,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,,Patrick Liao
466,2015.a.5.2.1,2015,a,5,2,NA,1,tossup + bonus,," A scalloped dome frames a standing Mary in this artist’s Darmstadt Madonna. Carnations represent the title merchant’s engagement in a portrait of Georg Gisze  by this man. This court painter of Henry VIII created a work that features a large distorted skull, along with astronomical devices flanked by two men in front of a green curtain. For 10 points, name this Dutch painter of The Ambassadors. ",Hans Holbein the Younger,TRUE,FALSE,"Holbein also illustrated this satirical essay, in which the title daughter of Plutus is nursed by Inebriation and Ignorance. Holbein also painted several portraits of its Dutch author. ",In Praise of Folly,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Mary (Bible),Aseem Keyal
467,2015.a.5.2.2,2015,a,5,2,NA,2,tossup + bonus,,"Zappo Zaps were used to collect taxes in this modern-day nation. Mark Twain wrote a satirical “soliloquy” skewering the ruler of a colony in this modern-day nation. The Casement Report detailed terrible abuse of natives forced to harvest rubber in this nation, which inspired Heart of Darkness. For 10 points, name this modern nation, which was originally the personal African colony of King Leopold II of Belgium. ",Democratic Republic of the Congo,FALSE,FALSE,"King Leopold used this British explorer, who fought on both sides in the US Civil War, to explore and claim the Congo. He is better-known for finding Dr. Livingstone. ",Henry Morton Stanley,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Bruce Arthur
468,2015.a.5.2.3,2015,a,5,2,NA,3,tossup + bonus,,"According to Herodotus , the earliest usage of these things occurred under the rule of Alyattes  in Lydia, where they were made with electrum. The solidus was one of these items whose usage was introduced by Diocletian . The field of numismatics studies these objects, which in the Roman Empire included asses, sestertii , and denarii. For 10 points, identify these typically round, metal objects used as currency. ",coins,FALSE,FALSE,"Which legendarily wealthy king of Lydia, who supposedly issued the first pure gold coins, was defeated by Cyrus the Great? ",Croesus,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Will Alston
469,2015.a.5.2.4,2015,a,5,2,NA,4,tossup + bonus,,"With Cauchy , this person names a pair of equations that determine whether a function is holomorphic. This man’s method of integration was improved by Lebesgue . That method of integration uses rectangles to approximate a curve with his namesake sum. For 10 points, identify this mathematician whose “Hypothesis” is one of the Millenium Prize Problems.",Bernhard Riemann,TRUE,FALSE,The Riemann hypothesis is about the roots of a function denoted by what Greek letter? ,zeta function,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Max Schindler
